,task_uuid,level_number,chat,phrase,reference_type,valence,compound,features,notes
326,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,5,Not bad. There was a good field in the bottom right. Try another top,There was a good field in the bottom right. ,object_spatial,positive,,,
326,A22KRF782ELLB0:3FTOP5WARHCFPF0HO3JU95DL9FEJ0C,5,Not bad. There was a good field in the bottom right. Try another top,Try another top,other,,,,
497,A2H8GNSEVUJXYL:3KRVW3HTZP95RWQE02F6Z3BL83USMI,1,not good,,trajectory,negative,,,
499,A2H8GNSEVUJXYL:3KRVW3HTZP95RWQE02F6Z3BL83USMI,3,not good,,trajectory,negative,,,
500,A2H8GNSEVUJXYL:3KRVW3HTZP95RWQE02F6Z3BL83USMI,4,not good,,trajectory,negative,,,
503,A2H8GNSEVUJXYL:3KRVW3HTZP95RWQE02F6Z3BL83USMI,7,not good,,trajectory,negative,,,
570,A2N8FYNKM133KF:3KRVW3HTZP95RWQE02F6Z3BL8F6SMI,2,not good,,trajectory,negative,,,
1,A10AVWALIHR4UQ:3Z7EFSHGNB20ER0MHNRFVFN1TGCCX0,1,not too bad....,,trajectory,slight_negative,,,
1029,A5EU1AQJNC7F2:3QECW5O0KJP8YPINX33AS6WLOPE5TM,1,"Oh don't go for purple, go for yellow or blue circles",Oh don't go for purple,features,negative,,pink,
1029,A5EU1AQJNC7F2:3QECW5O0KJP8YPINX33AS6WLOPE5TM,1,"Oh don't go for purple, go for yellow or blue circles",go for yellow or blue circles,features,positive,,"yellow, blue, circle",
276,A1QX1RYLCFXZJ9:3HYA4D452T76GNHZK0WNDVE8D7C2F9,9,oh yeah!,,trajectory,positive,,,
168,A18XFOKU5G1OL1:3X3OR7WPZ1O32UTKMS8MIZWVWGHL8H,10,ok,,trajectory,slight_positive,,,
575,A2N8FYNKM133KF:3KRVW3HTZP95RWQE02F6Z3BL8F6SMI,7,ok,,trajectory,slight_positive,,,
286,A1VZSFHTU51JP0:3R8YZBNQ9J6ATD4E4SOCLLZUV2QQ7G,6,ok not bad,,trajectory,slight_positive,,,
316,A21P1T8EW4NHOU:3STRJBFXOYFBG83Q4Q7GUVF3LTPKTU,8,"Okay, I think the blue ones give you the most.",,features,positive,,blue,
58,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,5,"once again, learn from what I am saying.  The bottom right was good ",once again,other,,,,
58,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,5,"once again, learn from what I am saying.  The bottom right was good ",learn from what I am saying,other,,,,
58,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,5,"once again, learn from what I am saying.  The bottom right was good ",The bottom right was good,object_spatial,positive,,,
716,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,2,once again! got the most points :),once again! ,other,,,,
716,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,2,once again! got the most points :),got the most points :),trajectory,positive,,,
532,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,2,One in the upper right was -10. Last one was -8. Bottom right had the highest point totals,One in the upper right was -10. ,object_spatial,negative,,,
532,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,2,One in the upper right was -10. Last one was -8. Bottom right had the highest point totals,Last one was -8. ,object_behavior,negative,,,
532,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,2,One in the upper right was -10. Last one was -8. Bottom right had the highest point totals,Bottom right had the highest point totals,object_spatial,positive,,,
108,A15XIKX3PI7SLK:3GLB5JMZFZJZXXBAS9MMRZ5OBQSDG9,10,one pink circle is worth 2x 1 white circle,one pink circle is worth 2x 1 white circle,features,positive,yes,"pink, circle, white","hard, relative valuation"
404,A28HDBWFTOID89:3II4UPYCOLVQAM5OV5RYLD9QHD1QDH,4,"ouch, go straight down",ouch,trajectory,negative,,,
404,A28HDBWFTOID89:3II4UPYCOLVQAM5OV5RYLD9QHD1QDH,4,"ouch, go straight down",go straight down,object_spatial,positive,,,
824,A3BFMY5OX2WMUW:3OCHAWUVGQ8IXPCA908DJY09YPDKXD,8,Ouch. We'll get the next one,Ouch. ,trajectory,negative,,,
824,A3BFMY5OX2WMUW:3OCHAWUVGQ8IXPCA908DJY09YPDKXD,8,Ouch. We'll get the next one,We'll get the next one,other,,,,
110,A163J5TEJBO43B:34MAJL3QP6BL3PGT4JE951M9UT143S,1,perfect,,trajectory,positive,,,
180,A1DUAMWOX0BORV:3EA3QWIZ4KJKADD24NM4HF0QTP0ITH,3,perfect,,trajectory,positive,,,
852,A3C0LPVN749UF3:3KOPY89HMAQB67ZE7Q1DB3BSC2VJ3Q,10,Perfect,,trajectory,positive,,,
372,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,7,Perfect again! Those were all big points!,Perfect again!,trajectory,positive,,,
372,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,7,Perfect again! Those were all big points!,Those were all big points!,object_behavior,positive,,,
818,A3BFMY5OX2WMUW:3OCHAWUVGQ8IXPCA908DJY09YPDKXD,2,Perfect!,,trajectory,positive,,,
826,A3BFMY5OX2WMUW:3OCHAWUVGQ8IXPCA908DJY09YPDKXD,10,Perfect!,,trajectory,positive,,,
242,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,3,Perfect! That was the safest location on the map.,,trajectory,positive,,,
715,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,1,perfect! the bottom purple also has the most points,perfect! ,trajectory,positive,,,
715,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,1,perfect! the bottom purple also has the most points,the bottom purple also has the most points,features,positive,,pink,
718,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,4,perfect! the dark purple circles have the most points,perfect!,trajectory,positive,,,
718,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,4,perfect! the dark purple circles have the most points,the dark purple circles have the most points,features,positive,,"pink, circle",
1192,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,4,Perfect! The remaining two shapes in the quadrant where you are were worth 0 points.,Perfect! ,trajectory,positive,,,
1192,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,4,Perfect! The remaining two shapes in the quadrant where you are were worth 0 points.,The remaining two shapes in the quadrant where you are were worth 0 points.,object_behavior,zero,,,
723,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,9,perfect! the squares would have taken off a total of 7 points,perfect! ,trajectory,positive,,,
723,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,9,perfect! the squares would have taken off a total of 7 points,the squares would have taken off a total of 7 points,features,negative,,square,
370,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,5,Perfect! Those were all high point boxes. Please keep collecting those colors.,Perfect! ,trajectory,positive,,,
370,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,5,Perfect! Those were all high point boxes. Please keep collecting those colors.,Those were all high point boxes. ,object_behavior,positive,,,
370,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,5,Perfect! Those were all high point boxes. Please keep collecting those colors.,Please keep collecting those colors.,trajectory,positive,,,
244,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,4,PERFECT! Those were all safe but you avoided the only two 0 options in there,PERFECT! ,trajectory,positive,,,
244,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,4,PERFECT! Those were all safe but you avoided the only two 0 options in there,Those were all safe but you avoided the only two 0 options in there,object_behavior,positive,,,
1195,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,7,Perfect. The other three shapes where you were are worth zero or negative points. Avoid those.,Perfect. ,trajectory,positive,,,
1195,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,7,Perfect. The other three shapes where you were are worth zero or negative points. Avoid those.,The other three shapes where you were are worth zero or negative points.,object_behavior,negative,,,
1195,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,7,Perfect. The other three shapes where you were are worth zero or negative points. Avoid those.,Avoid those.,other,,,,
829,A3BHRFFG75X3GO:3LEIZ60CDLNNLOTY6L59QA24VIB9ZR,2,"Pick the other colored ones, those are negative.",,trajectory,negative,yes,,
558,A2MWAXV1YRK5GH:3AWETUDC94GGWPM1AFBM3317E60ZIY,2,pick the purple shapes,,features,,,pink,
664,A2TBXASXZIRNNW:3A1COHJ8NLJ1GYAUV7TOQ73OFNNH8X,1,pink,,features,positive,,pink,
299,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,3,"Pink = still good. Blue is not worth it. Yellow still awful, white is safe",Pink = still good,features,positive,,pink,
299,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,3,"Pink = still good. Blue is not worth it. Yellow still awful, white is safe",Blue is not worth it,features,negative,,blue,
299,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,3,"Pink = still good. Blue is not worth it. Yellow still awful, white is safe",Yellow still awful,features,negative,,yellow,
299,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,3,"Pink = still good. Blue is not worth it. Yellow still awful, white is safe",white is safe,features,positive,,white,
13,A12HZGOZQD5YK7:3HUTX6F6VWB0M0USJ3FD0PNM565O2F,2,pink and blue circles are the highest. light pink circles are good too.,,features,positive,yes,"pink, blue, circle",
96,A15XIKX3PI7SLK:3GLB5JMZFZJZXXBAS9MMRZ5OBQSDG9,1,"pink and teal are good, avoid the others",pink and teal are good,features,positive,yes,"pink, blue","hard, relative valuation"
96,A15XIKX3PI7SLK:3GLB5JMZFZJZXXBAS9MMRZ5OBQSDG9,1,"pink and teal are good, avoid the others",avoid the others,features,negative,yes,,
666,A2TBXASXZIRNNW:3A1COHJ8NLJ1GYAUV7TOQ73OFNNH8X,2,pink and white circles,,features,positive,,"pink, white, circle",
100,A15XIKX3PI7SLK:3GLB5JMZFZJZXXBAS9MMRZ5OBQSDG9,3,pink circles are high value,,features,positive,,"pink, circle",
105,A15XIKX3PI7SLK:3GLB5JMZFZJZXXBAS9MMRZ5OBQSDG9,7,"pink circles are highest value, then white, then teal.",,features,positive,yes,"pink, circle, white, blue",
935,A3KNO82DZ519HG:3EKVH9QME0S9I333TU1XPVBN1452DR,1,pink circles are worth a lot of points,,features,positive,,"pink, circle",
114,A163J5TEJBO43B:34MAJL3QP6BL3PGT4JE951M9UT143S,4,pink circles are worth more than pink triangles,,features,multiple,,"pink, circle, triangle","hard, relative valuation"
846,A3C0LPVN749UF3:3KOPY89HMAQB67ZE7Q1DB3BSC2VJ3Q,7,Pink is a higher number. Blue is low. White is 5,Pink is a higher number,features,positive,,pink,
846,A3C0LPVN749UF3:3KOPY89HMAQB67ZE7Q1DB3BSC2VJ3Q,7,Pink is a higher number. Blue is low. White is 5,Blue is low,features,slight_positive,,blue,
846,A3C0LPVN749UF3:3KOPY89HMAQB67ZE7Q1DB3BSC2VJ3Q,7,Pink is a higher number. Blue is low. White is 5,White is 5,features,positive,,white,
357,A23BWWRR7J5XLS:3UXUOQ9OKGLI6XXXFWRQVLKPRKCA71,5,pink is bad and white squares are no good,,features,negative,,"pink, white, square",
127,A16G6PPH1INQL8:3LEP4MGT3IO36G3ZCNU8QOERVDSDBK,2,pink is good,,features,positive,,pink,
132,A16G6PPH1INQL8:3LEP4MGT3IO36G3ZCNU8QOERVDSDBK,3,pink is good,,features,positive,,pink,
508,A2HGRSPR50ENHL:3LRKMWOKB75CL48ZLCQUGNUQPA7Z2R,1,"pink is high positive, turquoise circle is low positive, turq. square is low negative, white square is med. negative, yellow square is high negative",pink is high positive,features,positive,,pink,
508,A2HGRSPR50ENHL:3LRKMWOKB75CL48ZLCQUGNUQPA7Z2R,1,"pink is high positive, turquoise circle is low positive, turq. square is low negative, white square is med. negative, yellow square is high negative",turquoise circle is low positive,features,slight_positive,,"blue, circle",
508,A2HGRSPR50ENHL:3LRKMWOKB75CL48ZLCQUGNUQPA7Z2R,1,"pink is high positive, turquoise circle is low positive, turq. square is low negative, white square is med. negative, yellow square is high negative",turq. square is low negative,features,slight_negative,,"blue, square",
508,A2HGRSPR50ENHL:3LRKMWOKB75CL48ZLCQUGNUQPA7Z2R,1,"pink is high positive, turquoise circle is low positive, turq. square is low negative, white square is med. negative, yellow square is high negative",white square is med. negative,features,negative,,"white, square",
508,A2HGRSPR50ENHL:3LRKMWOKB75CL48ZLCQUGNUQPA7Z2R,1,"pink is high positive, turquoise circle is low positive, turq. square is low negative, white square is med. negative, yellow square is high negative",yellow square is high negative,features,negative,,"yellow, square",
124,A16G6PPH1INQL8:3LEP4MGT3IO36G3ZCNU8QOERVDSDBK,1,pink is positive,,features,positive,,pink,
300,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,4,Pink switched to either 0 or really good. Yellow still bad.,Pink switched to either 0 or really good. ,features,multiple,,pink,
300,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,4,Pink switched to either 0 or really good. Yellow still bad.,Yellow still bad.,features,negative,,yellow,
561,A2MWAXV1YRK5GH:3AWETUDC94GGWPM1AFBM3317E60ZIY,4,purple circles are most valuable,,features,positive,,"pink, circle",
856,A3DZ46U9XRLVBI:3U4J9857OGZNP72PLARMQW4V9N67B8,2,"purple circles seem to be worth the most so far, but you went to the best area",purple circles seem to be worth the most so far,features,positive,,"pink, circle",
856,A3DZ46U9XRLVBI:3U4J9857OGZNP72PLARMQW4V9N67B8,2,"purple circles seem to be worth the most so far, but you went to the best area",but you went to the best area,trajectory,positive,,,
629,A2R0YYUAWNT7UD:3QILPRALQ7JTQUW5Y5O1VR0K1WO8NJ,9,purple dots good; yellow squares bad; good job!,purple dots good,features,positive,,"pink, circle",
629,A2R0YYUAWNT7UD:3QILPRALQ7JTQUW5Y5O1VR0K1WO8NJ,9,purple dots good; yellow squares bad; good job!,yellow squares bad,features,negative,,"yellow, square",
629,A2R0YYUAWNT7UD:3QILPRALQ7JTQUW5Y5O1VR0K1WO8NJ,9,purple dots good; yellow squares bad; good job!,good job!,trajectory,negative,,,
611,A2P53AN2M8IWFP:3MTMREQS4X6XWCYYN4Z2N1J6KBLAW3,5,Random mix of stuff.,,object_behavior,neutral,,,
345,A22LZ62E0UC4VL:3OE22WJIGKCCROGAH0HNVDDE301QU6,6,remember that triangles are zero so you can go through them.,,features,zero,,triangle,
224,A1OIXGF4N7O93T:3UJ1CZ6IZJD7JP5883YKI10ZMJLS5V,5,right,,object_spatial,positive,,,
1241,AYD2LKV6C5F2S:3S96KQ6I9OS322XGC9LTQIKD1HHDTT,10,Right direction. too bad time ran out,Right direction. ,trajectory,positive,,,
1241,AYD2LKV6C5F2S:3S96KQ6I9OS322XGC9LTQIKD1HHDTT,10,Right direction. too bad time ran out,too bad time ran out,other,,,,
869,A3EMLH3SAN97EO:3SB5N7Y3O5S5YDAGGXYRCSL5H1BG0B,3,See if you can get to the boxes in either the upper left hand corner or the lower right hand corner.,,object_spatial,positive,,,
352,A23BWWRR7J5XLS:3UXUOQ9OKGLI6XXXFWRQVLKPRKCA71,1,should have done yellow,,features,positive,,yellow,
510,A2HGRSPR50ENHL:3LRKMWOKB75CL48ZLCQUGNUQPA7Z2R,2,"sorry pink circle is high positive, pink triangle was zero",sorry pink circle is high positive,features,positive,,"pink, circle",
510,A2HGRSPR50ENHL:3LRKMWOKB75CL48ZLCQUGNUQPA7Z2R,2,"sorry pink circle is high positive, pink triangle was zero",pink triangle was zero,features,zero,,"pink, triangle",
303,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,7,"Sorry, these colors are just not good. Stay with pinkish and maybe risk white","Sorry, these colors are just not good",other,,,,
303,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,7,"Sorry, these colors are just not good. Stay with pinkish and maybe risk white",Stay with pinkish and maybe risk white,features,slight_positive,,"pink, white",hard
1117,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,8,squares are negative points,,features,negative,,square,
42,A13V6ZYVF3A7EW:3RYC5T2D75HZBKNEDT7TQX0KR5CRPD,7,squares hace negatives points,,features,negative,,square,
1091,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,2,stay away from left,,object_spatial,negative,,,
565,A2MWAXV1YRK5GH:3AWETUDC94GGWPM1AFBM3317E60ZIY,8,stay away from squares,,features,negative,,square,
884,A3GIIL73GE2CBQ:3M0NZ3JDP3M4K1RM3VSSEUX29KUZ5O,7,STick with lower right....,,trajectory,slight_negative,,,
173,A1BHINLXH3E2GJ:3P59JYT76N8GZSZ0FK1CUZT94QS2T9,3,stop hitting negative,,trajectory,negative,,,
70,A14WLAP6TCEKO0:3QRYMNZ7F05COEOT13ZWMNW7FO2NTA,4,super. Yellow the point,super.,trajectory,positive,,,
70,A14WLAP6TCEKO0:3QRYMNZ7F05COEOT13ZWMNW7FO2NTA,4,super. Yellow the point,Yellow the point,features,positive,,yellow,
577,A2N8FYNKM133KF:3KRVW3HTZP95RWQE02F6Z3BL8F6SMI,9,Supper,,trajectory,positive,,,
1014,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,1,teal squares are negative,,features,negative,,"blue, square",
1105,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,6,tellow circles,,features,positive,,"yellow, circle",
673,A2TBXASXZIRNNW:3A1COHJ8NLJ1GYAUV7TOQ73OFNNH8X,9,thanks friend,,trajectory,positive,,,
699,A2UYZFH5VT5R3H:3N1FSUEFL7OJLHIQX8KLIA8LLLJD4M,10,thanks!,,trajectory,positive,,,
375,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,10,Thanks! You did great!! Fun game!,,trajectory,positive,,,
1072,AAQ6ANTTUVN0P:3483FV8BEG7AXUOOJ7TJJP1VKL062R,3,That bottom left one was a big negative.,,object_behavior,,,,
776,A31XNLA9REVGXL:33LKR6A5KG89A7H4WG1YPGJ4C841TT,2,That one earned you 5,,object_behavior,positive,,,
541,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,10,That one was the best corner. Others had - ones,That one was the best corner,object_behavior,positive,,,
541,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,10,That one was the best corner. Others had - ones,Others had - ones,object_behavior,negative,yes,,
975,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,1,That one you are next too in the top right is -10.  The one underneath it is 0.  The one all the way in the top left corner is -5,That one you are next too in the top right is -10.  ,object_behavior,negative,,,
975,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,1,That one you are next too in the top right is -10.  The one underneath it is 0.  The one all the way in the top left corner is -5,The one underneath it is 0. ,object_behavior,zero,,,
975,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,1,That one you are next too in the top right is -10.  The one underneath it is 0.  The one all the way in the top left corner is -5,The one all the way in the top left corner is -5,object_spatial,negative,,,
304,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,8,"That pink was 0, pink still okayish. Blue is now positive but small",That pink was 0,features,zero,,pink,
304,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,8,"That pink was 0, pink still okayish. Blue is now positive but small",pink still okayish,features,slight_positive,,pink,
304,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,8,"That pink was 0, pink still okayish. Blue is now positive but small",Blue is now positive but small,features,slight_positive,,blue,
774,A31XNLA9REVGXL:33LKR6A5KG89A7H4WG1YPGJ4C841TT,1,That shape or color got you 1,,object_behavior,slight_positive,,,
426,A2BA9Y6VGW6WS1:3C8HJ7UOP9I2S8CSVU9EVW8OVFKZME,2,That was a great score.,,trajectory,positive,,,
819,A3BFMY5OX2WMUW:3OCHAWUVGQ8IXPCA908DJY09YPDKXD,3,That was a tough round. Good job,That was a tough round.,other,,,,
819,A3BFMY5OX2WMUW:3OCHAWUVGQ8IXPCA908DJY09YPDKXD,3,That was a tough round. Good job,Good job,trajectory,positive,,,
60,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,6,that was good! the upper right was good as well but only the three closest to the corner,that was good! ,trajectory,positive,,,
60,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,6,that was good! the upper right was good as well but only the three closest to the corner,the upper right was good as well but only the three closest to the corner,object_spatial,positive,,,
64,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,10,that was great,,trajectory,positive,,,
551,A2MQ6VUSKCQ9FH:32ZKVD547HB5OO12JYOWDFSF4LM3B1,8,That was great work!,,trajectory,positive,,,
368,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,3,That was great! Keep going like that - collect those colors.,,trajectory,positive,,,
240,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,2,That was great! The entire bottom right would have been a good option too.,That was great! ,trajectory,positive,,,
240,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,2,That was great! The entire bottom right would have been a good option too.,The entire bottom right would have been a good option too.,object_spatial,positive,,,
1030,A5EU1AQJNC7F2:3QECW5O0KJP8YPINX33AS6WLOPE5TM,2,"That was not good, light colors only but not blue squares",That was not good,trajectory,negative,,,
1030,A5EU1AQJNC7F2:3QECW5O0KJP8YPINX33AS6WLOPE5TM,2,"That was not good, light colors only but not blue squares",light colors only ,features,slight_positive,,,
1030,A5EU1AQJNC7F2:3QECW5O0KJP8YPINX33AS6WLOPE5TM,2,"That was not good, light colors only but not blue squares",but not blue squares,features,negative,,"blue, square",
1247,AZACNY1H74YWS:30LSNF239WJQQEJPL828GSR0TAA2IS,3,that was ok,,trajectory,slight_positive,,,
374,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,9,That was one of the best rounds yet! Keep going!,That was one of the best rounds yet! ,trajectory,positive,,,
374,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,9,That was one of the best rounds yet! Keep going!,Keep going!,trajectory,positive,,,
789,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,4,"That was perfect, the most you could have gotten there, the pink and purple seem to be the lowest of all","That was perfect, the most you could have gotten there",trajectory,positive,,,
789,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,4,"That was perfect, the most you could have gotten there, the pink and purple seem to be the lowest of all",the pink and purple seem to be the lowest of all,features,negative,,pink,
791,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,6,"That was perfect, the most you could have gotten, keep in mind that the brighter yellow circles seem to be around 9 to 10 each","That was perfect, the most you could have gotten, ",trajectory,positive,,,
791,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,6,"That was perfect, the most you could have gotten, keep in mind that the brighter yellow circles seem to be around 9 to 10 each",keep in mind that the brighter yellow circles seem to be around 9 to 10 each,features,positive,,"yellow, circle",
252,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,8,That was perfect. That was the safest and highest paying spot! You're doing great,That was perfect. ,trajectory,positive,,,
252,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,8,That was perfect. That was the safest and highest paying spot! You're doing great,That was the safest and highest paying spot! ,trajectory,positive,,,
252,A1OKNQ2JEXW34Q:3Z4AIRP3C81GROQO1Q2VEJ4AP4SX18,8,That was perfect. That was the safest and highest paying spot! You're doing great,You're doing great,trajectory,positive,,,
790,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,5,"That was really good as well, the white circles look to be about 5 each so far",That was really good as well,trajectory,positive,,,
790,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,5,"That was really good as well, the white circles look to be about 5 each so far",the white circles look to be about 5 each so far,features,positive,,"white, circle",
795,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,10,"That was really good, keep in mind the white circles are worth about 5 each",That was really good,trajectory,positive,,,
795,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,10,"That was really good, keep in mind the white circles are worth about 5 each",keep in mind the white circles are worth about 5 each,features,positive,,"white, circle",
788,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,3,"That was really good, those others you skipped were negative, the light blue seems to be lower and hit and miss either way for positive and negative   ",That was really good,trajectory,positive,,,
788,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,3,"That was really good, those others you skipped were negative, the light blue seems to be lower and hit and miss either way for positive and negative   ",those others you skipped were negative,object_behavior,negative,,,
788,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,3,"That was really good, those others you skipped were negative, the light blue seems to be lower and hit and miss either way for positive and negative   ",the light blue seems to be lower and hit and miss either way for positive and negative,features,neutral,,blue,
794,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,9,That was really good! The lower left yellow circles were all worth 9 though,That was really good! ,trajectory,positive,,,
794,A34SUZWGLXIWM8:3TGOYF991ZA4JHNRY91S5EA36YUUUS,9,That was really good! The lower left yellow circles were all worth 9 though,The lower left yellow circles were all worth 9 though,features,positive,,"yellow, circle",
744,A314XJY8V1YL12:39O5D9O87VGOYTT8XYKROZYXM6IC3D,6,That was smaart!,,trajectory,positive,,,
972,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,9,"That was the 2nd best option, top left would of been best but good job nonetheless.",That was the 2nd best option,trajectory,slight_positive,,,
972,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,9,"That was the 2nd best option, top left would of been best but good job nonetheless.",top left would of been best,object_spatial,positive,,,
972,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,9,"That was the 2nd best option, top left would of been best but good job nonetheless.",but good job nonetheless.,trajectory,positive,,,
659,A2T5CROJ0FWIJY:3JMSRU9HQKIN70F5DZWSXIQJY4LVEN,8,that was the best corner,,object_behavior,positive,,,
1079,AAQ6ANTTUVN0P:3483FV8BEG7AXUOOJ7TJJP1VKL062R,10,That was the best corner.,,object_behavior,positive,,,
535,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,4,That was the best corner. The two you didn't pick up were worth 0,That was the best corner. ,object_spatial,positive,,,
535,A2J5D2MNDX8MOB:3GNCZX450KB7C31XBIL7V7BAREFAP5,4,That was the best corner. The two you didn't pick up were worth 0,The two you didn't pick up were worth 0,object_behavior,zero,,,
